#OTU_ID,PID126,PID127,PID129,PID130,PID131,PID132,PID133,PID134,PID135,PID136,PID137,PID140,PID141,PID142,PID143,PID144,PID145,PID146,PID147,PID149,PID207,PID232,PID238,PID239,PID240,PID241,PID242,PID243,PID244,PID245,PID246,PID247,PID248,PID249,PID250,PID251,PID252,PID253,PID255,PID256,PID257,PID258,PID259,PID260,PID261,PID262,PID263,PID264,PID265,PID266,PID267,PID268,PID269,PID270,PID271,PID272,PID273,PID274,PID275,PID276,PID277,PID278,PID279,PID280,PID281,PID282,PID283,PID284,PID285,PID290,PID299,PID300,PID301,PID302,PID303,PID304,PID306,PID309,PID467,PID468,PID469,PID470,PID471,PID472,PID473,PID474,PID475,PID476,PID477,PID478,PID481,PID484,PID485,PID486,PID487,PID488,PID489,PID490,PID491,PID492,PID493,PID494,PID495,PID496,PID497,PID498,PID525,PID526,PID527,PID528,PID529,PID530,PID531,PID532,PID533,PID534,PID535,PID536,PID537,PID538,PID539,PID540,PID541,PID542,PID544,PID545,PID546,PID547,PID548,PID549,PID550,PID551,PID552,PID553,PID554,PID555,PID556,PID560,PID561,PID562,PID563,PID564,PID565,PID566,PID567,PID568,PID569,PID570,PID571,PID572,PID573,taxonomy
OTU_20122,2612.159186,3946.153403,2108.290476,5430.024962,2231.662933,12866.2122,19366.44379,16206.15914,15066.01507,29177.57051,24905.79291,7152.370108,10923.05308,3235.295298,6184.612962,7504.457974,19298.51465,56267.88689,43010.12496,57203.35303,111243.5629,53671.06076,51098.77692,41590.08468,88238.87775,42835.12948,112478.3104,90437.57451,72348.96734,22439.29853,26617.37742,4899.703738,22649.39947,7828.662222,34948.53909,4763.843585,44812.14194,15964.88339,50663.21716,29887.95905,17081.63716,22207.25624,31887.74863,12387.75697,31495.65348,26135.27672,12309.07601,5996.357344,32093.42554,9689.313946,15921.04002,17680.87293,12852.06396,9169.81644,9011.664788,2519.381894,5901.799986,7733.053667,12716.96043,5041.911026,7995.505631,22896.01503,8516.957535,14126.26736,21021.94022,1993.591505,763.710702,9621.673333,8349.098536,2685.905529,3486.366783,5271.861364,6173.867483,6129.807377,45884.69294,22389.2901,40919.64856,17749.58823,11316.76145,6353.226699,31352.01909,47044.5021,65274.95258,54378.62163,92178.06731,23292.91941,38623.81819,8115.919576,14515.68198,14626.36276,15349.44524,17166.90143,20774.05975,16785.50077,26954.47357,18861.80929,19431.35608,12699.39105,5845.529819,11489.25,16182.13787,19779.6318,13759.12494,6384.022444,11937.32202,7900.311967,9398.088074,7055.061558,14869.71217,14151.17309,19981.66544,15222.8223,18573.18122,22186.22786,14446.22799,13302.65941,30274.74256,27280.83822,18823.72416,5105.478925,7852.022462,2281.854798,10711.28306,18067.23499,11572.25765,9125.491316,1490.103953,2861.504311,20547.19186,14644.0951,44729.86198,78349.98234,8972.558996,3495.354675,13444.50525,30531.64227,13697.08901,13000.90242,21862.91126,30461.43065,15076.62667,36577.43344,47955.71185,48322.17423,24472.30304,37724.94746,16515.86014,8372.667527,14438.73055,16783.01603,14128.14603,k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rickettsiales: f__Pelagibacteraceae: g__: s__
OTU_62,1229.251382,696.3800123,263.5363095,1900.508737,956.4269715,765.8459641,1669.521017,2345.628296,4603.504603,1448.53187,3284.280384,550.182316,4176.461471,1617.647649,5024.998031,9813.521966,24406.945,25007.94973,37880.47703,41710.77825,57707.59828,71417.1373,62357.82946,45409.58225,73642.97316,54614.79009,32831.50682,88822.61783,30832.26034,32142.77898,44362.2957,24498.51869,31062.03355,49107.06303,12347.08866,13288.61632,27593.68346,4958.789537,28201.69231,45196.42588,15454.81457,22410.99254,11135.40428,19413.64898,21653.26177,26135.27672,7774.153269,5996.357344,3710.802328,12028.11386,4532.266867,6230.402842,5841.847256,5200.791414,5275.120852,3275.196462,5901.799986,8764.127489,7872.404077,8193.105418,11348.4596,14240.20447,22475.30461,14662.7079,68321.30571,22783.90292,15656.06939,21648.765,25773.30418,13205.70219,32074.5744,41120.51864,26970.05269,23293.26803,34959.76605,49753.978,34684.27354,47702.01836,16062.50012,24051.50107,26067.97093,42340.05189,15720.66921,52503.49674,14814.33225,37908.08453,11529.49797,10009.63414,6386.90007,16327.10262,4875.706134,22616.7114,19042.8881,23456.66133,18188.79111,2410.907954,7812.607082,5772.450479,11022.99909,5197.517855,8196.147752,4195.679472,9589.693143,2636.878836,6863.960159,7653.427218,12446.11664,5543.262653,13411.89725,4871.715327,15258.72634,7835.276184,15612.23928,11370.44178,10742.06697,12827.56443,22017.99459,19432.92585,22665.30051,14749.16134,17667.05054,9634.498036,10012.72112,12753.34234,6268.306227,14991.87859,3352.733894,28138.12572,14783.95512,52807.49444,28218.8391,33951.65902,13458.83849,10486.06402,27785.31085,43363.78178,39447.61636,45967.47641,45151.66455,34663.00729,42645.31543,14744.39177,18618.09989,10594.7013,43403.70729,21287.64893,11010.57343,11016.6678,17923.94137,17182.61165,18031.97585,k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rickettsiales: f__Pelagibacteraceae: g__: s__
OTU_20055,921.9385363,1392.760025,790.6089285,1629.007489,1594.044952,3676.060628,3672.946236,5330.9734,5022.005022,3724.796236,3831.660448,275.091158,1285.065068,231.0925213,0,0,0,893.1410618,2367.529814,7150.419129,12167.2647,11686.44065,16022.49785,19946.2651,46773.23971,18561.88944,58367.12323,47237.48312,43348.32642,21226.36347,19075.78715,2799.830707,17472.39387,8184.510504,10672.90715,2005.828878,13465.71753,5926.358227,23459.81484,19317.82719,6274.887119,10594.28738,11135.40428,7210.783908,10629.78305,9978.923839,5701.045731,1042.844755,7622.188565,2171.742781,3021.511245,2357.449724,3634.927182,1916.081047,1538.576915,2015.505515,281.0380946,3350.989922,3936.202039,4096.552709,3868.793047,7538.931778,4495.060921,3218.643196,4087.599487,284.7987865,0,0,3267.038558,1342.952765,1394.546713,3690.302955,8123.509847,5312.499727,16605.88887,14511.57692,24941.50007,15530.8897,9491.477342,4991.820978,28533.86007,23949.92834,24606.26485,20626.37372,45266.0152,10504.64993,20753.09634,3516.898483,2322.509116,7483.255366,7584.431764,8719.695963,12118.20152,7747.1542,8546.540401,3829.089104,3205.172136,2308.980191,2338.211928,3692.973213,3572.679789,5394.445035,2293.187491,1387.830966,895.2991512,1234.423745,3302.030945,1763.765389,4956.570722,4407.742438,3269.727073,4701.165711,5921.883867,6655.868357,1852.080511,1900.379915,5111.320172,6353.071914,5378.206902,1418.18859,4089.595032,0,3492.809692,10362.09065,3857.419217,14340.05778,558.7889823,3815.339081,23303.52248,14644.0951,24616.43411,35444.03963,2447.061544,3495.354675,15685.25612,23009.3536,20271.69174,15786.81008,15208.98174,17506.56934,7322.932953,18146.94372,25388.31804,30233.65981,17546.17954,22096.04066,1501.441831,3525.333696,5476.759863,9390.497065,6320.486381,k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rickettsiales: f__Pelagibacteraceae: g__: s__
OTU_22703,768.2821135,464.2533415,1581.217857,2715.012481,637.617981,1378.522735,6010.27566,6610.407016,12973.51297,4138.662484,29011.1434,1100.364632,8352.922943,693.2775639,773.0766202,0,567.6033722,446.5705309,1183.764907,0,347.6361342,0,433.0404824,424.3886192,1658.625522,1784.797062,1215.981734,3229.913376,305.2699044,606.4675279,8428.836183,1399.915354,3882.754194,13878.08303,3348.363026,1002.914439,3531.991483,120.9460863,14724.7774,42645.01474,4531.862919,9371.869606,1012.30948,11833.08129,10826.63088,34688.64001,3239.230529,8082.046855,3209.342554,3675.257014,1859.391535,9261.40963,8568.042643,2463.532775,12748.20872,6802.331112,7869.066648,21137.01336,12414.17566,6302.388783,19343.96524,6422.052996,8753.539688,536.4405327,66569.47735,1708.792719,381.855351,13229.80083,5445.064263,671.4763823,2440.456748,31103.98205,4224.22512,408.6538251,436.9970756,829.2329666,0,369.783088,0,453.8019071,0,14113.35063,683.5073569,23751.58186,1646.036916,17812.23249,2017.662144,10821.2261,0,4762.071597,1264.071961,15259.46794,9809.972659,22811.06514,17093.0808,2978.180414,5008.081463,3925.266325,2171.19679,1230.991071,6514.886675,998.9713029,17720.08516,2081.746449,4327.279231,4937.694979,37084.34753,3779.497263,31197.23925,10207.40354,58855.08731,22386.50338,16150.59236,29951.40761,5185.825432,19953.98911,30274.74256,67267.82026,23049.45815,2836.377181,654.3352052,0,0,0,0,325.9104041,0,0,0,4437.604575,1801.202496,1865.47577,1223.530772,4369.193343,2688.90105,2654.925415,2191.534242,1857.271774,13307.85903,1750.656934,6892.172191,3402.551947,1692.554536,258.4073488,12928.76387,2694.639104,1501.441831,1322.000136,4232.041712,5194.743057,3532.036507,k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rickettsiales: f__Pelagibacteraceae: g__: s__
OTU_27723,5685.28764,9052.940159,8960.234523,8416.538691,9245.460724,15623.25767,35727.74975,20470.93786,24273.02427,22141.84429,25726.86301,6877.27895,30199.0291,8550.423288,23192.29861,12411.21896,13622.48093,29473.65504,13021.41398,20259.52087,30591.97981,23805.71243,24250.26701,4668.274811,4644.15146,3569.594124,5471.917803,4844.870063,1831.619426,2425.870111,1774.491828,0,1617.814248,1423.393131,1674.181513,501.4572195,2428.244145,483.7843451,3494.014976,4373.847666,1975.427426,3056.044437,2783.851071,2033.810846,4724.348022,3088.714522,1684.399875,1303.555944,2607.590825,2505.857055,2091.815477,3367.78532,2985.833042,2737.258639,2857.357128,1763.567325,4496.609513,2835.453011,5147.341128,3781.43327,1805.436755,1116.878782,709.7464612,894.0675546,2335.771135,284.7987865,381.855351,1202.709167,0,0,1394.546713,0,3574.344332,2043.269126,1310.991227,1658.465933,0,1848.91544,1460.227283,1815.207628,1761.349387,1283.031876,1367.014714,8750.58279,12619.61636,4110.515189,5764.748984,4328.490441,1161.254558,2721.18377,1264.071961,6539.771972,8367.329621,7747.1542,15339.94431,5530.906484,6610.667531,2078.082172,5177.469269,3009.089284,6725.04431,4795.062254,6045.676112,2220.529546,4327.279231,3456.386485,8636.080932,1259.832421,5248.133706,2319.864441,4359.636097,1790.920271,5921.883867,3605.262027,3704.161023,475.0949788,2359.070849,3737.101126,5378.206902,11061.871,9815.028078,1774.775954,5821.349487,11956.25845,2410.88701,12058.68495,372.5259882,4769.173852,7767.840826,12425.29281,7805.210815,4850.237002,407.8435907,436.9193343,12548.2049,16814.52763,7670.369848,16715.44597,16159.5431,8753.28467,16368.90895,14744.39177,27080.87257,22998.25405,30013.20185,24790.67976,4003.844883,2864.333628,7717.252534,7792.114586,3717.933165,k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rickettsiales: f__Pelagibacteraceae: g__: s__
OTU_22146,768.2821135,232.1266708,527.072619,4072.518722,637.617981,2757.045471,7679.796676,6397.16808,8370.00837,5380.26123,18610.92218,1100.364632,9637.988011,1848.74017,773.0766202,1731.797994,4257.025291,8038.269556,4340.471326,2979.341304,13905.44537,8656.622703,8660.809647,4243.886192,4975.876565,1784.797062,7295.890403,11304.69681,7631.74761,1212.935056,5767.098441,2099.87303,2588.502796,5693.572525,2720.544959,752.1858292,3090.492548,725.6765176,7986.319946,26243.08599,3486.048399,9983.078493,1771.54159,6101.432538,9645.543878,18769.88055,3239.230529,3128.534266,1704.963232,2839.971329,2556.663361,4714.899448,4933.115461,2052.943979,4615.730745,3023.258272,3934.533324,11857.34896,8175.18885,3781.43327,6705.907948,2792.196955,7097.464612,3755.083729,56058.50725,2278.390292,6491.540967,7216.255,11979.14138,10519.79666,12899.5571,13706.83955,9748.211816,3269.230601,3495.976605,5390.014283,4286.820325,3328.047792,0,0,4227.238529,8553.545837,4442.79782,10625.70767,7955.845096,7307.582559,3170.611941,5410.613051,580.6272791,4081.775654,180.5817087,7084.75297,9232.915444,12696.72494,9423.108647,2836.362299,9615.516409,2078.082172,1670.151377,2461.982142,3782.837424,4994.856514,7088.034062,693.915483,2685.897454,2468.84749,14478.13568,2267.698358,21575.66079,4871.715327,30880.75569,10073.92652,11574.59119,11370.44178,5556.241534,11877.37447,31061.09951,35128.75058,16134.62071,2836.377181,2126.589417,253.539422,3958.517651,5048.198011,2651.975712,3910.92485,186.2629941,953.8347703,4009.208168,4437.604575,5403.607487,5596.42731,815.6871815,436.9193343,2240.750875,13274.62708,5478.835606,4643.179435,16159.5431,6302.364963,8184.454477,5670.919912,2820.924226,6718.59107,18931.40424,8083.917313,5755.527019,3084.666984,6223.590753,5194.743057,5391.003089,k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rickettsiales: f__Pelagibacteraceae: g__: s__
OTU_4011,921.9385363,1392.760025,2108.290476,2986.513729,1594.044952,1991.199507,8681.509286,6610.407016,15903.0159,4552.528733,20253.06237,1375.45579,6104.059074,1848.74017,5024.998031,2020.430993,1135.206744,5805.416902,3945.883024,1787.604782,5562.178147,2596.986811,3464.323859,3395.108954,3648.976147,2855.675299,2127.968034,8074.783439,3052.699044,606.4675279,3548.983656,1749.894192,2912.065646,6049.420808,2720.544959,1504.371658,2207.494677,1088.514776,8485.464943,13121.543,3369.846786,8760.660719,3796.160551,5546.756852,7086.522033,13542.82521,4016.645856,2998.178672,2607.590825,2505.857055,1975.603506,5725.235044,4543.658977,3010.984503,5275.120852,2267.443704,8150.104743,15208.33888,16047.59293,5987.269344,9285.103313,3909.075737,8990.121842,4827.964795,29781.08197,3132.786651,4200.408861,9020.31875,7623.089968,3357.381912,5926.82353,15815.58409,5848.927089,2451.922951,3495.976605,5390.014283,2727.976571,1848.91544,1095.170463,1815.207628,2818.159019,6415.159378,3417.536784,11875.79093,3566.413319,7764.306469,2305.899594,4599.021093,1451.568198,4762.071597,1805.817087,10899.61995,7790.272406,13772.71858,10737.96102,2552.726069,7812.607082,3694.368306,2672.242203,3145.86607,3782.837424,4395.473733,9589.693143,3469.577415,7013.176685,9381.62046,15240.14282,5795.229137,19243.15692,12759.25443,25794.51357,13431.90203,16419.7689,14421.04811,5185.825432,11402.27949,20838.45916,21301.47642,14597.99016,3403.652617,2617.340821,760.618266,2328.539795,1328.473161,2651.975712,1955.462425,372.5259882,2384.586926,4510.35919,4881.365032,3602.404991,2611.666078,1223.530772,1310.758003,2688.90105,7522.288676,6574.602727,3714.543548,9030.33291,5952.233576,6461.411429,4536.73593,5077.663607,3876.110232,14313.98857,5119.814298,3002.883662,3745.667052,5725.703493,5794.136487,3532.036507,k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rickettsiales: f__Pelagibacteraceae: g__: s__
OTU_20963,768.2821135,464.2533415,1317.681547,3258.014977,1594.044952,4288.737399,12688.35973,7463.36276,5859.005859,9105.057465,17516.16205,3576.185054,8031.656676,1155.462607,2319.229861,1731.797994,5959.835408,10271.12221,5129.647931,5362.814347,18772.35125,6492.467027,11692.09302,5517.05205,9951.753129,6068.31001,9727.853871,19783.21943,8547.557323,2425.870111,1774.491828,699.9576768,647.125699,7472.813939,2929.817648,752.1858292,3752.740951,967.5686902,7986.319946,17859.87797,3718.451626,7334.506648,1771.54159,5361.864957,9055.000375,14493.19891,3498.368971,2998.178672,1103.211503,835.285685,1045.907738,3199.396054,4154.202493,684.3146597,1538.576915,251.9381894,2810.380946,5670.906023,3027.847722,1890.716635,6447.988412,3629.856041,7334.046766,4827.964795,29781.08197,2563.189078,3054.842808,5412.19125,8349.098536,6490.938363,9413.190313,14234.02568,6173.867483,817.3076503,10050.93274,7877.713183,4676.531264,1479.132352,1460.227283,907.6038141,2818.159019,7698.191253,6493.31989,5000.333023,5761.129207,6850.858649,2594.137043,6763.266314,1161.254558,5102.219568,1625.235378,6539.771972,6924.686583,7747.1542,5040.267416,1985.45361,5408.72798,1616.286134,2505.227065,2325.205356,2521.891616,3796.090951,6462.619292,971.4816763,2238.247878,246.884749,10668.09998,755.8994526,14578.14918,5567.674659,23251.39252,8283.006252,5921.883867,8597.163295,6297.073739,9501.899576,20052.10221,28028.25844,17671.25125,1985.464026,4253.178834,2028.315376,2095.685815,6908.060436,1687.620907,3259.104041,186.2629941,476.9173852,4009.208168,7987.688235,5403.607487,5223.332156,0,0,2240.750875,12832.13951,3287.301364,7429.087096,14258.42038,8403.153283,7322.932953,3686.097943,2820.924226,5684.961674,14775.73014,5119.814298,2502.403052,3305.00034,3983.098082,4595.349627,6692.279697,k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rickettsiales: f__Pelagibacteraceae: g__: s__
OTU_149,307.3128454,696.3800123,2108.290476,543.0024962,0,306.3383857,2003.42522,426.477872,2092.502092,1241.598745,273.690032,1650.546948,1606.331335,1617.647649,1159.61493,1154.531996,1419.00843,893.1410618,2762.118117,11917.36522,2433.452939,1298.493405,4330.404824,4668.274811,5639.326773,9280.944721,11855.82191,8882.261783,29305.91082,8793.779154,7985.213226,9099.449798,13913.20253,4626.027676,2720.544959,501.4572195,1324.496806,3023.652157,4741.877468,3644.873055,2324.032266,2852.308141,11641.55902,5546.756852,6102.282862,3801.494796,4794.061183,1955.333916,1805.255186,1503.514233,4880.90278,1683.89266,1687.644763,1094.903456,1318.780213,2519.381894,1124.152378,2319.9161,3027.847722,945.3583174,0,2512.977259,1419.492922,715.2540437,4671.542271,854.3963594,763.710702,5412.19125,1815.021421,895.3018431,2440.456748,2108.744545,974.8211816,2860.576776,1310.991227,414.6164833,779.4218773,3328.047792,4380.68185,9076.038141,7749.937303,7270.513962,10252.61035,27501.83163,26336.59066,26946.71069,25653.13298,2705.306525,2322.509116,3401.479712,8306.758599,2452.41449,2596.757469,1936.78855,5259.409478,4538.179679,2604.202361,3694.368306,1837.166515,2598.758928,3992.995059,5194.650775,2084.715901,2498.095739,149.2165252,1234.423745,1778.016663,3023.597811,2040.940886,1159.932221,363.3030081,3357.975508,2153.412315,831.9835447,3333.744921,1900.379915,1572.713899,373.7101126,3457.418723,2269.101744,327.1676026,507.078844,2328.539795,1594.167793,2651.975712,977.7312124,558.7889823,2384.586926,5262.085721,2662.562745,2701.803744,8581.188542,4078.435907,4806.112678,8514.853324,11947.16437,23558.99311,15786.81008,20912.3499,12254.59854,18522.71276,21833.04166,43442.23309,18088.51442,17084.43797,8353.381224,3002.883662,440.6667119,6721.478013,1798.180289,1673.069924,k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rickettsiales: f__Pelagibacteraceae: g__: s__
OTU_28006,153.6564227,928.506683,263.5363095,543.0024962,1594.044952,1378.522735,2003.42522,1279.433616,418.5004185,1448.53187,1368.45016,550.182316,1285.065068,462.1850426,773.0766202,288.632999,851.4050583,1339.711593,2762.118117,4766.946086,9386.175624,6925.298162,10392.97158,9760.938242,17913.15563,12136.62002,29487.55705,24628.08949,24116.32245,11826.11679,5767.098441,1399.915354,10354.01118,6049.420808,6068.907985,1002.914439,6401.734563,3386.490416,9483.754936,6560.771499,3486.048399,4278.462211,3290.005811,2033.810846,3936.956685,2613.527672,2461.815202,1042.844755,2407.006915,668.228548,813.4837966,1178.724862,908.7317954,547.4517278,659.3901064,503.8763787,0,257.7684556,1816.708633,1890.716635,773.7586094,1396.098477,1419.492922,1251.694576,1167.885568,0,0,601.3545833,1089.012853,223.8254608,697.2733565,0,3899.284726,4086.538251,3495.976605,3731.54835,12470.75004,6656.095585,4015.625029,2269.009535,12681.71559,8125.868545,6151.566212,7500.499535,24141.87477,5937.410829,12682.44777,1623.183915,0,2040.887827,2708.72563,6267.281474,5482.043545,2582.384733,3944.557108,2410.907954,2604.202361,0,1002.090826,1914.874999,1471.103443,2397.531127,1042.35795,416.3492898,895.2991512,493.7694979,1016.009521,251.9664842,1457.814918,2319.864441,2179.818048,1567.055237,4576.00117,4714.57342,1481.664409,2375.474894,3538.606273,2615.970788,384.1576358,283.6377181,1145.086609,0,2328.539795,4782.503378,2169.798309,6844.118487,745.0519764,1430.752155,9020.718379,6212.646405,9006.012479,23878.08986,1631.374363,1310.758003,6722.252624,7964.776245,4930.952045,4643.179435,7604.490872,2450.919708,3015.325334,7372.195886,9026.957524,13695.58949,10158.31447,7006.061672,2252.162747,1101.66678,2240.492671,2397.573719,1858.966583,k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rickettsiales: f__Pelagibacteraceae: g__: s__
OTU_210,1075.594959,1160.633354,1054.145238,1086.004992,1594.044952,3216.553049,6344.179863,6183.929144,10044.01004,6414.926851,11494.98135,1375.45579,6425.325341,693.2775639,386.5383101,1443.164995,3405.620233,11164.26327,5918.824536,3575.209565,9038.53949,12984.93405,8660.809647,3395.108954,11610.37865,8567.025897,17327.73971,14938.34936,18926.73407,6064.675279,8872.45914,1049.936515,7441.945539,1423.393131,5022.544539,2507.286097,4414.989354,1814.191294,11230.76242,4738.334971,1975.427426,2852.308141,3290.005811,2588.486531,1377.93484,2138.340823,388.7076635,130.3555944,501.459774,167.057137,116.2119709,168.389266,0,0,219.7967021,251.9381894,281.0380946,0,302.7847722,0,1805.436755,1954.537868,1419.492922,1966.94862,0,569.5975729,0,1202.709167,1089.012853,1790.603686,3137.730104,1581.558409,324.9403939,1225.961475,8302.944437,4975.3978,7014.796896,2588.481616,2920.454567,453.8019071,6693.127671,9408.900421,8202.088282,14375.95744,18929.42454,5480.686919,8358.886027,1623.183915,1161.254558,2721.18377,2347.562213,1634.942993,1731.171646,1936.78855,1095.710308,1134.54492,400.646517,461.7960383,501.0454131,547.1071426,630.472904,599.3827817,416.9431801,1110.264773,149.2165252,0,1778.016663,503.9329684,2624.066853,1391.918665,4359.636097,1343.190203,1345.882697,2218.622786,1481.664409,1425.284936,1179.535424,4110.811238,3073.261087,2269.101744,2617.340821,253.539422,2328.539795,3188.335586,723.2661031,1303.641617,372.5259882,1907.669541,4009.208168,1331.281372,5103.407071,5223.332156,407.8435907,436.9193343,5377.802099,14159.60221,4930.952045,7429.087096,8555.052231,5602.102189,5599.889905,9357.017855,2820.924226,10853.10865,7387.86507,8622.845134,3002.883662,1762.666848,1991.549041,5194.743057,2602.553216,k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rickettsiales: f__Pelagibacteraceae: g__: s__
OTU_13025,307.3128454,0,263.5363095,1357.506241,637.617981,1072.18435,2671.233626,2772.106168,3766.503766,2483.197491,12589.74147,0,1927.597602,693.2775639,0,577.265998,567.6033722,4465.705309,3156.706419,3575.209565,9038.53949,4761.142487,7361.6882,5941.440669,8956.577816,4997.431773,11855.82191,10900.95764,11294.98646,3335.571403,3548.983656,1049.936515,2264.939947,3914.331111,3139.090337,1253.643049,7726.231369,1209.460863,9234.182438,24785.13677,2905.040333,5908.352578,1518.46422,3512.946007,6495.97853,10691.70411,777.4153269,1433.911539,802.3356384,835.285685,232.4239419,673.557064,1428.007107,0,219.7967021,0,1967.266662,1031.073822,908.3543166,0,2063.356292,837.6590865,1419.492922,1072.881065,18102.2263,0,0,4810.836667,2178.025705,2014.429147,3137.730104,6853.419773,2924.463545,1634.615301,3058.979529,2487.6989,5455.953141,1848.91544,2920.454567,0,5284.048161,13257.99605,10594.36403,13750.91581,7132.826637,8221.030379,3170.611941,4599.021093,580.6272791,5442.367539,1625.235378,7902.224467,5770.572152,7101.558017,7889.114216,1701.81738,3004.848878,1616.286134,167.0151377,820.660714,1050.788173,1398.559824,3544.017031,693.915483,596.8661008,740.6542469,7620.071411,0,5831.259673,2087.877997,14168.81731,5820.49088,3768.471552,14143.72026,1852.080511,6176.234725,9829.461869,22796.31687,7683.152717,567.2754361,327.1676026,253.539422,931.4159179,1062.778529,0,325.9104041,0,953.8347703,2255.179595,3106.323202,3902.605407,7834.998234,1631.374363,873.8386686,896.3003499,3982.388123,3835.184924,1857.271774,5703.368154,5251.970802,1723.043048,3119.005952,2256.739381,3100.888186,10620.05604,1886.247373,500.4806104,1101.66678,746.8308903,399.5956198,929.4832913,k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rickettsiales: f__Pelagibacteraceae: g__: s__
OTU_28625,307.3128454,2553.393378,527.072619,1357.506241,1275.235962,1225.353543,3672.946236,2772.106168,837.000837,1655.464994,2736.90032,1375.45579,2570.130136,693.2775639,1546.15324,2020.430993,567.6033722,2679.423185,3156.706419,4171.077825,3128.725208,3029.817946,4763.445306,6365.829288,6302.776982,4640.472361,6991.89497,6863.565923,5494.858279,1819.402584,1330.868871,1049.936515,2588.502796,1423.393131,2720.544959,501.4572195,1765.995741,725.6765176,2745.297481,5102.822277,1975.427426,3056.044437,3543.083181,2033.810846,5314.891525,3563.901371,3109.661308,1433.911539,6920.144881,3341.14274,4416.054896,6230.402842,4543.658977,3421.573299,3956.340639,4282.949219,6182.838081,5670.906023,7569.619305,3151.194391,4126.712584,2512.977259,2365.821537,3397.456707,8759.141757,854.3963594,381.855351,3006.772917,2904.034273,895.3018431,2091.82007,4217.489091,4224.22512,0,3058.979529,414.6164833,1948.554693,1848.91544,2920.454567,907.6038141,2113.619264,2138.386459,2050.522071,3125.208139,3566.413319,1370.17173,3747.08684,811.5919576,580.6272791,680.2959424,1083.490252,3542.376485,8078.801013,4088.775828,3067.988862,3403.634759,3405.495395,923.5920766,2505.227065,3966.526784,3572.679789,4195.679472,2501.659081,1249.047869,1193.732202,2962.616987,3048.028564,2015.731874,2915.629837,3943.76955,3996.333089,1790.920271,3768.471552,3882.589875,1111.248307,3800.759831,6684.034071,3363.391013,3073.261087,850.9131542,1472.254212,1521.236532,1397.123877,1594.167793,1205.443505,2933.193637,372.5259882,953.8347703,1503.453063,887.520915,2401.603328,3357.856386,0,436.9193343,1792.6007,3097.412984,1095.767121,1392.953831,3802.245436,2100.788321,4738.368382,850.6379869,5641.848453,2842.480837,4155.674102,3503.030836,3002.883662,2203.33356,2987.323561,1997.978099,1673.069924,k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rickettsiales: f__Pelagibacteraceae: g__: s__
OTU_5603,768.2821135,464.2533415,1581.217857,814.5037443,637.617981,1531.691928,2671.233626,1705.911488,2929.502929,1655.464994,1094.760128,2750.91158,1606.331335,231.0925213,2705.768171,2597.696991,1986.611803,1786.282124,1578.35321,10725.62869,2781.089074,3029.817946,1732.161929,2546.331715,663.4502086,713.9188247,0,0,610.5398088,0,0,349.9788384,0,0,418.5453783,0,441.4989354,362.8382588,998.2899933,728.9746109,1510.620973,1018.681479,6073.856882,2958.270321,4921.195856,6177.429043,4275.784298,2867.823077,3911.386237,4844.656973,7437.56614,2357.449724,3115.65187,2463.532775,3077.15383,4031.01103,3653.49523,3866.526834,4238.986811,2520.955513,773.7586094,3629.856041,236.5821537,2682.202664,5839.427838,284.7987865,763.710702,15635.21917,1089.012853,2909.73099,5926.82353,2635.930682,1299.761575,2451.922951,0,0,0,369.783088,365.0568209,453.8019071,1056.809632,427.6772919,0,625.0416279,0,0,1152.949797,0,0,0,0,544.9809977,865.5858229,1506.391094,6135.977724,5956.360829,3806.141912,10159.51284,5010.454131,4376.857141,4833.625598,7592.181902,1667.772721,4302.275995,1193.732202,1728.193243,2794.026184,1511.798905,3498.755804,2319.864441,3269.727073,895.4601353,3230.118473,1109.311393,740.8322046,3325.664852,2359.070849,2242.260675,4994.049266,3687.290335,1308.67041,253.539422,1862.831836,797.0838964,1687.620907,0,372.5259882,0,1002.302042,0,900.6012479,1492.380616,0,0,0,0,2191.534242,0,950.561359,0,430.760762,2551.913961,7334.402988,3100.888186,5079.157236,2694.639104,3253.123968,881.3334239,3983.098082,998.9890494,3903.829823,k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rickettsiales: f__Pelagibacteraceae: g__: s__
